Date;Price
11 2019 21:00:00 GMT+0000;,9088.19,-3
12 2019 21:00:00 GMT+0000;,9144.07,0.
13 2019 21:00:00 GMT+0000;,9107.01,-0
14 2019 21:00:00 GMT+0000;,8992.27,-1
15 2019 21:00:00 GMT+0000;,8789.52,-2
16 2019 21:00:00 GMT+0000;,8789.81,0.
17 2019 21:00:00 GMT+0000;,8880.46,1.
18 2019 21:00:00 GMT+0000;,8524.54,-4
19 2019 21:00:00 GMT+0000;,8400.68,-1
20 2019 21:00:00 GMT+0000;,8386.21,-0
21 2019 21:00:00 GMT+0000;,7851.76,-6
22 2019 21:00:00 GMT+0000;,7582.73,-3
23 2019 21:00:00 GMT+0000;,7542.71,-0
24 2019 21:00:00 GMT+0000;,7281.44,-3
25 2019 21:00:00 GMT+0000;,7379.33,1.
26 2019 21:00:00 GMT+0000;,7341.85,-0
27 2019 21:00:00 GMT+0000;,7773.09,5.
28 2019 21:00:00 GMT+0000;,7780.07,0.
29 2019 21:00:00 GMT+0000;,7940.58,2.
30 2019 21:00:00 GMT+0000;,7707.24,-2
01 2019 21:00:00 GMT+0000;,7575.5,-1.
02 2019 21:00:00 GMT+0000;,7499.19,-1
03 2019 21:00:00 GMT+0000;,7505.71,0.
04 2019 21:00:00 GMT+0000;,7392.17,-1
05 2019 21:00:00 GMT+0000;,7573.79,2.
06 2019 21:00:00 GMT+0000;,7620.09,0.
07 2019 21:00:00 GMT+0000;,7692.06,0.
08 2019 21:00:00 GMT+0000;,7735.3,0.5
